epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.027978763651492,0.33850707442054806,1.1073782319453225,0.1655686618081828
1,0.001,0.8236436194448329,0.5388545607874375,0.7406762197836122,0.5430673477489166
2,0.001,0.6811826869622984,0.5929829034661647,0.5955791784756219,0.6437861362870813
3,0.001,0.5827693463261447,0.6193897920691244,0.5175322507744404,0.6923339029059575
4,0.001,0.5097741066519894,0.6347962130580609,0.4934620434668527,0.6887742484413264
5,0.001,0.43207328533058736,0.6665951304091575,0.38240400223589655,0.7245318319838029
6,0.001,0.40024112142733675,0.6689777966143021,0.39223272720379615,0.7349308868417034
7,0.001,0.34816372038713145,0.7102171841217493,0.5257122792414765,0.520998517006297
8,0.001,0.3301521161598946,0.7096427100736973,0.26259143050037215,0.7824881376047291
9,0.001,0.32657706626315613,0.7005949190071041,0.40574350107961626,0.7394716087331782
10,0.001,0.31620814551168414,0.711280828295666,0.2633587833660752,0.7698026204005183
11,0.001,0.30522817951529774,0.7240501334753868,0.27094148833360243,0.7655831737210868
12,0.001,0.2917372675529167,0.7223642885335233,0.2559462452112739,0.7692170091863878
13,0.001,0.27363410770003477,0.7413449378277368,0.24991993361444614,0.7865004243311112
14,0.001,0.27544141972242897,0.7386201787438126,0.22434416858117973,0.8040929811737796
15,0.001,0.27918373960167614,0.7259745629742058,0.22963757879698454,0.8000621171940491
16,0.001,0.2701611065152866,0.7356111397447403,0.2289531491140821,0.7963117445922437
17,0.001,0.26444040149895115,0.7496097537773141,0.30065813438216255,0.7483260540631897
18,0.001,0.2723594603698645,0.7242862710698713,0.22622546842738764,0.7971622688522102
19,0.001,0.24283067681896153,0.7645833586660714,0.21200971994827042,0.8106703320032682
20,0.001,0.24834391808331902,0.752354140014188,0.19972522890389854,0.816026216538939
21,0.001,0.23486340980031598,0.7720343639167986,0.20050644874572754,0.8175865079677805
22,0.001,0.2538049750363649,0.7521875501681048,0.20970657868171805,0.8160114965736097
23,0.001,0.23899700726146128,0.7610448996033411,0.18965578524034415,0.8237550495600229
24,0.001,0.2369593697697369,0.7649691063595095,0.21475126227336144,0.8149539511010031
25,0.001,0.23450739926366665,0.7652948677204495,0.21467726888941296,0.8135687385269238
26,0.001,0.2400646134098964,0.7487145504408652,0.1993046558614987,0.8137566619343242
27,0.001,0.24954327229243606,0.7470336268231519,0.2123910871459477,0.8055568267519667
28,0.001,0.2294172282094386,0.7715877275713694,0.18494886293340085,0.825078084643645
29,0.001,0.2285778404616598,0.76994290166812,0.18352380750784233,0.826452028048045
30,0.001,0.22433532563163272,0.775881553969783,0.17938197593190777,0.8271045120187536
31,0.001,0.23457005075109538,0.7601756775337934,0.24926719536532216,0.787584926182345
32,0.001,0.22905043078892268,0.7688911832582787,0.19948588000304662,0.8172492122284231
33,0.001,0.21973020227542564,0.7800154709697217,0.18772453381054438,0.8207576028470643
34,0.001,0.2349024890963711,0.7620453066139048,0.1856134580587273,0.8196583278162975
35,0.001,0.2158387768179623,0.7808880712874902,0.19854563563617308,0.8163221350930983
36,0.001,0.2294694997036635,0.7648771922256982,0.18373217578254528,0.8247893737693129
37,0.001,0.22074813329016985,0.7815995813426574,0.19095396617455268,0.8181043124731554
38,0.001,0.21293826223309362,0.7903402909315901,0.18255384577744044,0.8237135921618624
39,0.001,0.21035251977728375,0.7916403109484444,0.18768784403800964,0.8224784378647918
40,0.001,0.2006493513263873,0.7940346859372333,0.18423890066680623,0.8254346356038377
41,0.001,0.21045385634721214,0.7903328938574359,0.18604226877440266,0.827369317526643
42,0.001,0.21878358232441233,0.7806322158836037,0.18324025887161938,0.8241315013420388
43,0.001,0.19436218022410548,0.8034696486993794,0.17774477979140496,0.8273158867277799
44,0.001,0.21790701551223868,0.7729229042450503,0.17268561493994586,0.8341853002876307
45,0.001,0.2131186507975877,0.7845132750578003,0.18765337431608742,0.8216927568923715
46,0.001,0.20876288502963622,0.7889823003347141,0.1723232229254139,0.830304384085235
47,0.001,0.20948162608182253,0.787630058658742,0.18389201609056388,0.8279695978846917
48,0.001,0.20732822547208019,0.7844152150354525,0.19391194208344417,0.8171056464011206
49,0.001,0.20295076694951128,0.7921004578467784,0.18228083003812762,0.8279611539104437
50,0.001,0.20892051407205525,0.7839856129053002,0.1792769162957348,0.8211347449288321
51,0.001,0.21775094464198866,0.7680048517632373,0.18841251241627024,0.8166107420717869
52,0.001,0.20301533723945048,0.7893435776423944,0.1784206099474608,0.8256321680163682
53,0.001,0.21637525665226268,0.774481388295188,0.1790457114354888,0.8290625050974848
54,0.001,0.1869561043915464,0.8073912714466667,0.1772334584549292,0.8301685619957817
55,0.001,0.20368551696414378,0.7863914252235717,0.17454377172598198,0.8341464098992942
56,0.001,0.2070170633161246,0.7780186820424154,0.17399845327903976,0.8352411646924901
57,0.001,0.19113345210676763,0.7965552292155537,0.16521951422762515,0.8366459337211438
58,0.001,0.20245680857950182,0.7910105329126246,0.16989111366556653,0.8342550417063399
59,0.001,0.18689937222359784,0.8022578342307373,0.1705454374427226,0.8337554681471318
60,0.001,0.19976295363992008,0.7904122094555763,0.16806180619481784,0.8375365741540516
61,0.001,0.20199410272623175,0.7851855522343698,0.18041202959729663,0.8244037908254271
62,0.001,0.2126020577861302,0.7821275678280747,0.18690402116348495,0.8172824826450805
63,0.001,0.18818342641218386,0.8027905831555275,0.18011670392840656,0.8304452117745514
64,0.001,0.210705648051269,0.7691837459196252,0.16772423084102459,0.836653201784827
65,0.001,0.20646853411375587,0.7826139531016912,0.17077795115869437,0.833923604522418
66,0.001,0.19311678998950702,0.7928357235904988,0.17087041375352374,0.8293310279861835
67,0.001,0.20011753255306786,0.7898062542531918,0.16906944228642024,0.8321081831836095
68,0.001,0.18830956084959544,0.8022174272796649,0.17471435977451838,0.832939266497766
69,0.001,0.19650907914585142,0.7967249001683279,0.1693212828084604,0.8357492441022691
70,0.001,0.19714430019037046,0.7927182313537875,0.1737694815913243,0.8322576338130196
71,0.001,0.19294100910869996,0.7959309477755455,0.18284213187089607,0.8248667895722642
72,0.001,0.1974688468139563,0.7965666752287919,0.16924939627078042,0.8341126619427351
73,0.001,0.20011255156193206,0.7855578692688139,0.16660651053065684,0.8344906285939524
74,0.001,0.19544477049094527,0.7948022206075925,0.16911266455009802,0.8327989524894583
75,0.001,0.19094027845717187,0.7989216193871033,0.16897208566096292,0.8326726884825262
76,0.001,0.19509616427457155,0.7978546729849272,0.16692913045634084,0.8336049310476452
77,0.001,0.18028623666336288,0.8108844289837625,0.1656026021758122,0.8366250394527228
78,0.001,0.2019393204975484,0.7885913263270585,0.16843195748862935,0.8332056298303946
79,0.001,0.1932352493280795,0.7907020050912639,0.1716881527829526,0.8331863914494342
80,0.001,0.18641562237223583,0.8050925135052004,0.16745034305017387,0.8326371153010097
81,0.001,0.19535473267089076,0.7961901528162022,0.16389530897140503,0.8369876628469689
82,0.001,0.19409100166452464,0.798829796006939,0.16435249016356113,0.836653318685989
83,0.001,0.19634386952688446,0.7887935717248544,0.17192755328185522,0.8334263418866888
84,0.001,0.19082437522375761,0.8072092550906654,0.1628814888979072,0.8376896140741571
85,0.001,0.18230616657146767,0.8113697721308277,0.1619244896209062,0.8372345541776945
86,0.001,0.18385928480038002,0.8076228776638346,0.1678598516467792,0.8335171769976284
87,0.001,0.1892607173145707,0.7991962059976275,0.1643512567032629,0.8367807836390296
88,0.001,0.18452648774011812,0.8064764807447949,0.16465963645657497,0.837214079433442
89,0.001,0.193326797503144,0.7909438454906773,0.16316117657654322,0.8368925694846763
90,0.001,0.19515994046606236,0.7896371344435996,0.16659553082131628,0.8357394330524471
91,0.001,0.19746384347107873,0.7911038631926574,0.163832779918144,0.8366188725808772
92,0.001,0.19169800750800034,0.7991609474826437,0.1638373078694984,0.8379643313349476
93,0.001,0.19211679118782726,0.7954404387838385,0.16615687421898342,0.8360422423673514
94,0.001,0.18003300054749447,0.815693076092438,0.16854697176769598,0.8330056453208106
95,0.001,0.1905303501815938,0.8019447128897959,0.16368151645162213,0.837620875262804
96,0.001,0.18829873415516385,0.8025990467517146,0.166027842840152,0.8368873958919463
97,0.001,0.19255805727261216,0.7961476107366885,0.16438169399304176,0.8363228266837666
98,0.001,0.18608048658317594,0.7964111033480021,0.1679300269973812,0.8330653027190904
99,0.001,0.1882630038394857,0.8034532573147977,0.16641054068928335,0.8338947865416524
